Instance,Problematic,TYPE,PATH,Line
COMMENT information on the scripting objects created by this tag at runtime this is a convenience method on the associated tag extra info class param data tag data describing this action return if a tag extra info object is associated with this tag info the result of get tag extra info get variable info data otherwise null FUNCTION SPECIFIER public TYPE variable info NAME variable info NAME variable info INDEX NAME get variable info PARAMETER LIST tag data data PARAMETER tag data data TYPE tag data NAME tag data NAME data BLOCK DECL STMT TYPE variable info NAME variable info NAME variable info INDEX NAME result INIT null EXPR null DECL STMT TYPE tag extra info NAME tag extra info NAME tei INIT get tag extra info EXPR get tag extra info CALL get tag extra info NAME get tag extra info ARGUMENT LIST IF if tei null result tei get variable info data CONDITION tei null EXPR tei null NAME tei THEN result tei get variable info data BLOCK EXPR result tei get variable info data NAME result CALL tei get variable info data NAME tei get variable info NAME tei NAME get variable info ARGUMENT LIST ARGUMENT EXPR data NAME data RETURN return result EXPR result NAME result information on the scripting objects created by this tag at runtime root ROOT information case objects on det objects the amod objects scripting nmod on information objects acl objects created case tag by det tag this nmod by created tag case runtime at nmod at created runtime this is a convenience method on the associated tag extra info class root ROOT method nsubj method this cop method is det method a compound method convenience case class on det class the amod class associated compound class tag amod class extra compound class info nmod on method class param data tag data describing this action root ROOT tag compound data param nsubj tag data dobj tag data acl data describing det action this dobj describing action return if a tag extra info object is associated with this tag info the root ROOT return mark associated if det object a compound object tag amod object extra compound object info nsubjpass associated object auxpass associated is advcl if return associated case info with det info this compound info tag nmod with associated info dep associated the result of get tag extra info get variable info data otherwise root ROOT result mark get of acl of result get compound info tag amod info extra nsubj get info ccomp get get amod data variable compound data info dobj get data advmod get otherwise result of get tag extra info get variable info data otherwise root ROOT result mark get of acl of result get compound info tag amod info extra nsubj get info ccomp get get amod data variable compound data info dobj get data advmod get otherwise null public NN variable JJ info NN root ROOT info amod info variable get VB variable JJ info NN root ROOT get amod info variable dobj get info tag NN data NNS root ROOT data compound data tag data NNS variable JJ info NN root ROOT info amod info variable result NN null JJ tag NN extra JJ info NN root ROOT info compound info tag amod info extra tei NN get VB tag NN extra JJ info NN root ROOT get compound info tag amod info extra dobj get info if IN tei NN null JJ result NN tei NN get VB variable JJ info NN root ROOT get nsubj get tei amod info variable dobj get info data NNS return NN result NN associated class ANTONYM ANTONYM on associated ANTONYM ANTONYM return result ANTONYM ANTONYM,0,N/A,tomcat/java/javax/servlet/jsp/tagext/TagInfo.java,246
COMMENT coordination confirmation for blocking installations DECL STMT SPECIFIER protected SPECIFIER static TYPE final byte SPECIFIER final NAME byte NAME byte INDEX NAME coord conf INIT new byte EXPR new byte NAME byte NAME byte INDEX BLOCK EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR EXPR coordination confirmation for blocking installations root ROOT confirmation compound confirmation coordination mark blocking for acl for confirmation blocking dobj blocking installations protected VBN static JJ final JJ byte NN coord NN conf NN root ROOT conf compound conf coord new JJ byte NN,1,D1,tomcat/java/org/apache/catalina/tribes/group/interceptors/NonBlockingCoordinator.java,145
COMMENT the boundary which separates the various parts DECL STMT SPECIFIER private TYPE final byte SPECIFIER final NAME byte NAME byte INDEX NAME boundary the boundary which separates the various parts root ROOT boundary det boundary the nsubj separates boundary ref boundary which acl relcl boundary separates det parts the amod parts various dobj separates parts private JJ final JJ byte NN boundary NN,1,D1,tomcat/java/org/apache/tomcat/util/http/fileupload/FileUploadBase.java,756
COMMENT x a ldr DECL STMT SPECIFIER protected TYPE member NAME member NAME member INDEX NAME view x a ldr root ROOT ldr case ldr x det ldr a protected VBN member NN view NN,1,D1,tomcat/java/org/apache/catalina/tribes/group/interceptors/NonBlockingCoordinator.java,641
DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME exposed headers INIT x custom header EXPR x custom header public NN static JJ final JJ string NN exposed VBN headers NNS root ROOT headers amod headers exposed x CC custom NN header NN root ROOT header compound header x compound header custom public exposed ANTONYM ANTONYM,1,E1,tomcat/test/org/apache/catalina/filters/TesterFilterConfigs.java,30
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME web inf tags INIT web inf tags EXPR web inf tags private JJ static JJ final JJ string NN web NN inf NN tags NNS root ROOT tags compound tags web compound tags inf web NN inf NN tags NNS root ROOT tags compound tags web compound tags inf,1,E1,tomcat/java/org/apache/jasper/compiler/ImplicitTagLibraryInfo.java,51
COMMENT two different forms for tls DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME ssl proto ss lv INIT ss lv EXPR ss lv two different forms for tls root ROOT forms nummod forms two amod forms different case tls for nmod for forms tls public NN static JJ final JJ string NN ssl NN proto NN ss VBP lv NN root ROOT ss compound proto ssl nsubj ss proto dobj ss lv ss NN lv NN root ROOT lv compound lv ss,0,N/A,tomcat/java/org/apache/tomcat/util/net/Constants.java,37
FUNCTION SPECIFIER public TYPE member NAME member NAME member INDEX NAME get view PARAMETER LIST BLOCK RETURN return view EXPR view NAME view public NN member NN get VB view NN root ROOT get dobj get view return NN view NN,1,A4,tomcat/java/org/apache/catalina/tribes/group/interceptors/SimpleCoordinator.java,105
COMMENT spnego authentication constants DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME default krb conf INIT conf krb ini EXPR conf krb ini spnego authentication constants root ROOT constants compound constants spnego compound constants authentication public NN static JJ final JJ string NN default NN krb NN conf NN root ROOT conf compound conf default compound conf krb conf NN krb NN root ROOT krb compound krb conf ini NNS,0,N/A,tomcat/java/org/apache/catalina/authenticator/Constants.java,35
COMMENT prefix codes for message types from container to server DECL STMT SPECIFIER public SPECIFIER static TYPE final byte SPECIFIER final NAME byte NAME jk ajp send body chunk INIT EXPR prefix codes for message types from container to server root ROOT codes compound codes prefix case types for compound types message nmod for codes types case container from nmod from types container case server to nmod to container server public NN static JJ final JJ byte NN jk NN ajp NN send VBP body NN chunk NN root ROOT send compound ajp jk nsubj send ajp compound chunk body dobj send chunk,0,N/A,tomcat/java/org/apache/coyote/ajp/Constants.java,37
COMMENT encodes the given string into a sequence of bytes using the utf charset storing the result into a new byte array param string the string to encode may be code null code return encoded bytes or code null code if the input string was code null code see a href http download oracle com javase docs api java nio charset charset html standard charsets a FUNCTION SPECIFIER public SPECIFIER static TYPE byte NAME byte NAME byte INDEX NAME get bytes utf PARAMETER LIST final string string PARAMETER final string string TYPE final string SPECIFIER final NAME string NAME string BLOCK RETURN return get bytes string standard charsets utf EXPR get bytes string standard charsets utf CALL get bytes string standard charsets utf NAME get bytes ARGUMENT LIST ARGUMENT EXPR string NAME string ARGUMENT EXPR standard charsets utf NAME standard charsets utf NAME standard charsets NAME utf encodes the given string into a sequence of bytes using the utf charset storing the result into a new byte root ROOT encodes det string the amod string given dobj encodes string case sequence into det sequence a nmod into encodes sequence case bytes of nmod of sequence bytes xcomp encodes using det charset the compound charset utf dobj using charset acl charset storing det result the dobj storing result case byte into det byte a amod byte new nmod into storing byte array param string root ROOT string compound string param the string to encode may be code null code root ROOT code det string the nsubj code string mark encode to acl to string encode aux code may cop code be compound code code amod code null return encoded bytes or code null code if the input string was code null code root ROOT encoded nsubj encoded return compound code bytes cc bytes or conj or bytes code compound code code amod code null dobj encoded code mark code if det string the compound string input nsubj code string cop code was compound code code amod code null advcl if encoded code see a href http download oracle com javase docs api java nio charset charset html standard charsets a root ROOT see det docs a compound docs href compound docs http compound docs download compound docs oracle compound docs com compound docs javase dobj see docs case charsets api compound charsets java compound charsets nio compound charsets charset compound charsets charset compound charsets html amod charsets standard nmod api docs charsets dep see a public NN static JJ byte NN get VB bytes NNS utf NN root ROOT get compound utf bytes dobj get utf final JJ string NN string NN return NN get VB bytes NNS root ROOT get dobj get bytes string NN standard JJ charsets NNS utf NN root ROOT utf amod charsets standard nsubj utf charsets given result ANTONYM ANTONYM given using ANTONYM ANTONYM result return ANTONYM ANTONYM,0,N/A,tomcat/java/org/apache/tomcat/util/codec/binary/StringUtils.java,59
